名称,名称_カナ,名称_英字,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,標高,電話番号,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数,対象となる町会・自治会,URL,画像,画像_ライセンス,備考
東金沢駅前かがやき公園,ヒガシカナザワエキマエカガヤキコウエン,higashikanazawaekimaekagayakikoen,金沢市三池町197番地53,石川県,金沢市,三池町,197番地53,,36.59305834,136.6705572,6.8,,,1,,1,1,,,,,,,,,,
小坂白蓮公園,コサカハクレンコウエン,kosakahakurenkoen,金沢市小坂町南589番地,石川県,金沢市,小坂町南,589番地,,36.58583923,136.6792725,25.5,,,1,,1,1,,,,,,,,,,
城北中央公園,ジョウホクチュウオウコウエン,johokuchuokoen,金沢市小坂町西８番地６ほか,石川県,金沢市,小坂町西,8番地6ほか,,36.58981564,136.6737764,8.7,,,1,,1,1,,,,,,,,,,
神宮寺運動公園,ジングウジウンドウコウエン,jingujiundokoen,金沢市神宮寺３丁目123番地ほか,石川県,金沢市,神宮寺3丁目,123番地ほか,,36.5866332,136.6664608,7.5,,,1,,1,1,,,,,,,,,,
神宮寺桜児童公園,ジングウジサクラジドウコウエン,jingujisakurajidokoen,金沢市神宮寺２丁目326番地ほか,石川県,金沢市,神宮寺2丁目,326番地ほか,,36.58741201,136.6681883,7,,,1,,1,1,,,,,,,,,,
神谷内児童公園,カミヤチジドウコウエン,kamiyachijidokoen,金沢市神谷内町チ204番地１,石川県,金沢市,神谷内町チ,204番地1,,36.59863774,136.6890238,25.6,,,,,1,1,,,,,,,,,,
金沢市立千坂小学校,カナザワシリツチサカショウガッコウ,kanazawashiritsuchisakashogakko,金沢市千木１丁目125番地,石川県,金沢市,千木１丁目,125番地,,36.60575006,136.6753219,5.1,,1,1,,1,1,,,,1,,,,,,
金沢市千坂公民館,カナザワシチサカコウミンカン,kanazawashichisakakominkan,金沢市千木１丁目119番地,石川県,金沢市,千木１丁目,119番地,,36.60578084,136.6741686,4.7,,1,1,,1,1,,,,1,,,,,,
横枕はすの里公園,ヨコマクラハスノサトコウエン,yokomakurahasunosatokoen,金沢市横枕町ハ80番地１,石川県,金沢市,横枕町ハ,80番地1,,36.60704174,136.6775353,3.9,,,1,,1,1,,,,,,,,,,
金市やすらぎ公園,カナイチヤスラギコウエン,kanaichiyasuragikoen,金沢市金市町ニ12番地１,石川県,金沢市,金市町ニ,12番地1,,36.61064277,136.6817193,2.8,,,1,,1,1,,,,,,,,,,
荒屋八幡公園,アラヤハチマンコウエン,arayahachimankoen,金沢市荒屋１丁目96番地,石川県,金沢市,荒屋1丁目,96番地,,36.61628941,136.6852804,1.7,,,1,,1,1,,,,,,,,,,
千木日吉の森公園,ゼギヒヨシノモリコウエン,zegihiyoshinomorikoen,金沢市千木町カ66番地ほか,石川県,金沢市,千木町カ,66番地ほか,,36.61093626,136.6675655,3.7,,,1,,1,1,,,,,,,,,,
東インター公園,ヒガシインターコウエン,higashiintakoen,金沢市疋田３丁目65番地,石川県,金沢市,疋田3丁目,65番地,,36.60477,136.67284,4.8,,,1,,1,1,,,,,,,,,,
疋田中央公園,ヒキタチュウオウコウエン,hikitachuokoen,金沢市疋田１丁目187番地,石川県,金沢市,疋田1丁目,187番地,,36.60204227,136.6730641,6.6,,,1,,1,1,,,,,,,,,,
福久かねと公園,フクヒサカネトコウエン,fukuhisakanetokoen,金沢市福久２丁目131番地,石川県,金沢市,福久2丁目,131番地,,36.61934226,136.6819637,1.7,,,1,,1,1,,,,,,,,,,
福久町わんぱく公園,フクヒサマチワンパクコウエン,fukuhisamachiwampakukoen,金沢市福久町ヲ121番地ほか,石川県,金沢市,福久町ヲ,121番地ほか,,36.61422642,136.6786022,2.4,,,1,,1,1,,,,,,,,,,
福久中央公園,フクヒサチュウオウコウエン,fukuhisachuokoen,金沢市福久１丁目78番地,石川県,金沢市,福久1丁目,78番地1,,36.61722454,136.6793594,1.2,,,1,,1,1,,,,,,,,,,
福久南ほたる公園,フクヒサミナミホタルコウエン,fukuhisaminamihotarukoen,金沢市福久町ヘ47番地１,石川県,金沢市,福久町へ,47番地1,,36.61116213,136.6791312,2.6,,,1,,1,1,,,,,,,,,,
法光寺ふれあい公園,ホウコウジフレアイコウエン,hokojifureaikoen,金沢市法光寺町124番地１ほか,石川県,金沢市,法光寺町,124番地1ほか,,36.60458049,136.6819751,7.3,,,1,,1,1,,,,,,,,,,
金沢市営法光寺運動広場,カナザワシエイホウコウジウンドウコウエン,kanazawashieihokojiundokoen,金沢市法光寺町ト11番地２,石川県,金沢市,法光寺町ト,11番地2,,36.60181175,136.6848825,26.8,,1,1,,1,1,,,,,,,,,,
金沢市立夕日寺小学校,カナザワシリツユウヒデラショウガッコウ,kanazawashiritsuyuhiderashogakko,金沢市東長江町に17番地,石川県,金沢市,東長江町に,17番地,,36.57756841,136.6923801,21.7,,,,,1,1,,,,1,,,,,,
卯辰山公園健康交流センター千寿閣,ウタツヤマコウエンケンコウオウリュウセンターセンジュカク,utatsuyamakoenkenkooryusentasenjukaku,金沢市東長江町辺２番地１,石川県,金沢市,東長江町辺,2番地1,,36.56753936,136.6892639,122,,1,1,,1,1,,,,1,,,,,,
金沢市夕日寺公民館,カナザワシユウヒデラコウミンカン,kanazawashiyuhiderakominkan,金沢市夕日寺町ロ35番地,石川県,金沢市,夕日寺町ロ,35番地,,36.57264161,136.705598,39.3,,,1,,1,1,,,,1,,,,,,
奥卯辰山健民公園,オクウタツヤマケンミンコウエン,okutatsuyamakemminkoen,金沢市若松町、東長江町ほか,石川県,金沢市,若松町、東長江町ほか,,,36.56005669,136.6976496,140.9,,1,1,,1,1,,,,,,,,,,
御所かつら公園,オショカツラコウエン,oshokatsurakoen,金沢市御所町１丁目42番地,石川県,金沢市,御所町1丁目,42番地,,36.58090367,136.6924063,65.4,,1,1,,1,1,,,,,,,,,,
御所さくら公園,オショサクラコウエン,oshosakurakoen,金沢市御所町１丁目407番地,石川県,金沢市,御所町1丁目,407番地,,36.5803783,136.6966146,46.9,,1,1,,1,1,,,,,,,,,,
御所にし公園,オショニシコウエン,oshonishikoen,金沢市御所町２丁目189番地,石川県,金沢市,御所町2丁目,189番地,,36.58191281,136.6972594,82.3,,1,1,,1,1,,,,,,,,,,
御所ひがし公園,オショヒガシコウエン,oshohigashikoen,金沢市御所町２丁目172番地,石川県,金沢市,御所町2丁目,172番地,,36.58118,136.70015,82.3,,1,1,,1,1,,,,,,,,,,
山王町第２児童公園,サンノウマチダイニzドウコウエン,sannomachidainizdokoen,金沢市山王町２丁目168番地ほか,石川県,金沢市,山王町2丁目,168番地ほか,,36.57581139,136.6967748,66.6,,1,1,,1,1,,,,,,,,,,
山王町第４児童公園,サンノウマチダイヨンジドウコウエン,sannomachidaiyonjidokoen,金沢市山王町１丁目394番地,石川県,金沢市,山王町1丁目,394番地,,36.57343423,136.7043939,68.7,,1,1,,1,1,,,,,,,,,,
金沢市立諸江町小学校,カナザワシリツモロエマチショウガッコウ,kanazawashiritsumoroemachishogakko,金沢市北安江２丁目25番１号,石川県,金沢市,北安江2丁目,25番1号,,36.58863496,136.647934,5.6,,1,1,,1,1,,,,1,,,,,,
金沢市立浅野川中学校,カナザワシリツアサノガワチュウガッコウ,kanazawashiritsuasanogawachugakko,金沢市諸江町下丁388番地,石川県,金沢市,諸江町下丁,388番地,,36.60261397,136.6491542,3.8,,,1,,1,1,,,,1,,,,,,
金沢勤労者プラザ,カナザワキンロオウシャプラザ,kanazawakinroushapuraza,金沢市北安江３丁目２番20号,石川県,金沢市,北安江3丁目,2番20号,,36.58314476,136.6465801,8,,1,1,,1,1,,,,1,,,,,,
金沢市諸江公民館,カナザワシモロエコウミンカン,kanazawashimoroekominkan,金沢市諸江町29番１号,石川県,金沢市,諸江町,29番1号,,36.59062966,136.6415363,5.3,,1,1,,1,1,,,,1,,,,,,
駅西第２児童公園,エキニシダイニジドウコウエン,ekinishidainijidokoen,金沢市北安江３丁目1201番地,石川県,金沢市,北安江3丁目,1201番地,,36.58542402,136.6467542,7,,,1,,1,1,,,,,,,,,,
割出町公園,ワリデマチコウエン,waridemachikoen,金沢市割出町418番地,石川県,金沢市,割出町,418番地,,36.60257221,136.6399427,2,,,1,,1,1,,,,,,,,,,
諸江児童公園,モロエジドウコウエン,moroejidokoen,金沢市諸江町2815番地,石川県,金沢市,諸江町,2815番地,,36.5928866,136.642016,4.8,,,1,,1,1,,,,,,,,,,
諸江町下丁ふれあい公園,モロエマチシモチョウフレアイコウエン,moroemachishimochofureaikoen,金沢市諸江町下丁263番地１,石川県,金沢市,諸江町下丁,263番地1,,36.60029297,136.6468634,3.5,,,1,,1,1,,,,,,,,,,
諸江町上丁ゆうあい公園,モロエマチカミチョウユウアイコウエン,moroemachikamichoyuaikoen,金沢市諸江町上丁524番地１,石川県,金沢市,諸江町上丁,524番地,,36.59411721,136.647952,4.3,,,1,,1,1,,,,,,,,,,
北安江２丁目公園,キタヤスエニチョウメコウエン,kitayasuenichomekoen,金沢市北安江２丁目1408番地,石川県,金沢市,北安江2丁目,1408番地,,36.58619078,136.6494317,6.7,,,1,,1,1,,,,,,,,,,
問屋児童公園,トイヤマチジドウコウエン,toiyamachijidokoen,金沢市問屋町２丁目117番地１ほか,石川県,金沢市,問屋町2丁目,117番地1ほか,,36.60779613,136.6392639,2.6,,,1,,1,1,,,,,,,,,,
問屋町緑地,トイヤマチリョクチ,toiyamachiryokuchi,金沢市問屋町１丁目61番地,石川県,金沢市,問屋町1丁目,61番地,,36.60606619,136.638347,3,,,1,,1,1,,,,,,,,,,
金沢市立浅野川小学校,カナザワシリツアサノガワショウガッコウ,kanazawashiritsuasanogawashogakko,金沢市須崎町チ42番地,石川県,金沢市,須崎町チ,42番地,,36.6210696,136.6416554,2.2,,1,1,,1,1,,,,1,,,,,,
金沢市浅野川公民館,カナザワシアサノガワコウミンカン,kanazawashiasanogawakominkan,金沢市大河端西１丁目96番地,石川県,金沢市,大河端西1丁目,96番地,,36.61532814,136.6396038,1.5,,1,1,,1,1,,,,1,,,,,,
金沢市営浅野川市民体育館,カナザワシエイアサノガワシミンタイイクカン,kanazawashieiasanogawashimintaiikukan,金沢市大河端西１丁目96番地,石川県,金沢市,大河端西1丁目,96番地,,36.61479179,136.6399429,1.4,,,1,,1,1,,,,1,,,,,,
弓取町児童公園,ユミトリマチジドウコウエン,yumitorimachijidokoen,金沢市弓取町172番地,石川県,金沢市,弓取町,172番地,,36.61126002,136.6402967,1.3,,,1,,1,1,,,,,,,,,,
三口町第１児童公園,ミクチマチダイイチジドウコウエン,mikuchimachidaiichijidokoen,金沢市三口町火237番地,石川県,金沢市,三口町火,237番地,,36.60789117,136.6401312,2.3,,,1,,1,1,,,,,,,,,,
北間町公園,キタママチコウエン,kitamamachikoen,金沢市北間町ホ161番地,石川県,金沢市,北間町ホ,161番地,,36.62248221,136.6345278,0.1,,,1,,1,1,,,,,,,,,,
北間町西公園,キタママチィニシコウエン,kitamamachiinishikoen,金沢市北間町ハ93番地１,石川県,金沢市,北間町ハ,93番地1,,36.62107317,136.6381143,1.2,,,1,,1,1,,,,,,,,,,
大河端西鷹狩り公園,オコバタニシタカカリコウエン,okobatanishitakakarikoen,金沢市大河端西１丁目57番地,石川県,金沢市,大河端西1丁目,57番地,,36.61430387,136.639517,3.3,,,1,,1,1,,,,,,,,,,
湊２丁目釣公園,ミナトニチョウメツリコウエン,minatonichometsurikoen,金沢市湊２丁目34番地１,石川県,金沢市,湊2丁目,34番地1,,36.6352535,136.6468495,1.3,,,1,,1,1,,,,,,,,,,
湊運動公園,ミナトウンドウコウエン,minatondokoen,金沢市湊２丁目86番地,石川県,金沢市,湊2丁目,86番地,,36.63342485,136.6466039,1.3,,,1,,1,1,,,,,,,,,,
金沢市立鞍月小学校,カナザワシリツクラツキショウガッコウ,kanazawashiritsukuratsukishogakko,金沢市南新保町リ27番地１,石川県,金沢市,南新保町リ,27番地1,,36.60173266,136.632538,2.8,,1,1,,1,1,,,,1,,,,,,
金沢市立港中学校,カナザワシリツミナトチュウガッコウ,kanazawashiritsuminatochugakko,金沢市近岡町217番地,石川県,金沢市,近岡町,217番地,,36.609826,136.628096,2.2,,1,1,,1,1,,,,1,,,,,,
金沢市鞍月公民館,カンザワシクラツキコウミンカン,kanzawashikuratsukikominkan,金沢市直江南１丁目１番地,石川県,金沢市,直江南1丁目,1番地,,36.60292557,136.6328412,2.2,,1,1,,1,1,,,,1,,,,,,
鞍月セントラルパーク,クラツキセントラルパーク,kuratsukisentorarupaku,金沢市鞍月１丁目８番地,石川県,金沢市,鞍月1丁目,8番地,,36.59245918,136.6247949,5.7,,,1,,1,1,,,,,,,,,,
西部緑道,セイブミドリドウ,seibumidorido,金沢市鞍月３丁目70番地ほか,石川県,金沢市,鞍月3丁目,70番地ほか,,36.59882301,136.6173127,2.5,,,1,,1,1,,,,,,,,,,
鞍月磯のひろば公園,クラツキソノヒロバコウエン,kuratsukisonohirobakoen,金沢市鞍月４丁目53番地,石川県,金沢市,鞍月4丁目,53番地,,36.59723914,136.6218657,2.7,,,1,,1,1,,,,,,,,,,
鞍月広場,クラツキヒロバ,kuratsukihiroba,金沢市鞍月４丁目21番地,石川県,金沢市,鞍月4丁目,21番地,,36.59909098,136.6207434,2.1,,,1,,1,1,,,,,,,,,,
鞍月中央公園,クラツキチュウオウコウエン,kuratsukichuokoen,金沢市直江西１丁目201番地,石川県,金沢市,直江西1丁目,201番地,,36.61087833,136.6345049,2,,,1,,1,1,,,,,,,,,,
戸水公園,トミズコウエン,tomizukoen,金沢市湊４丁目62番地,石川県,金沢市,湊4丁目,62番地,,36.60810647,136.62383,1.6,,,1,,1,1,,,,,,,,,,
戸水船のひろば公園,トミズフネノヒロバコウエン,tomizufunenohirobakoen,金沢市戸水１丁目400番地,石川県,金沢市,戸水1丁目,400番地,,36.60328943,136.6205224,1.9,,,1,,1,1,,,,,,,,,,
大友なぎさ公園,オオトモナギサコウエン,otomonagisakoen,金沢市大友１丁目148番地,石川県,金沢市,大友1丁目,148番地,,36.59960754,136.6263233,3.2,,,1,,1,1,,,,,,,,,,
直江北公園,ナオエキタコウエン,naoekitakoen,金沢市直江北１丁目176番地,石川県,金沢市,直江北1丁目,176番地,,36.61534252,136.6337685,1,,,1,,1,1,,,,,,,,,,
湊３丁目公園,ミナトサンチョウメコウエン,minatosanchomekoen,金沢市湊３丁目19番地１,石川県,金沢市,湊3丁目,19番地1,,36.62503321,136.6359815,1.6,,,1,,1,1,,,,,,,,,,
金沢市立粟崎小学校,カナザワシリツアワガサキショウガッコウ,kanazawashiritsuawagasakishogakko,金沢市粟崎町ヘ78番地,石川県,金沢市,粟崎町ヘ,78番地,,36.62123295,136.6245675,6.7,,1,1,,1,1,,,,1,,,,,,
金沢市ものづくり会館,カナザワシモノヅクリカイカン,kanazawashimonozukurikaikan,金沢市粟崎町４丁目80番地１,石川県,金沢市,粟崎町4丁目,80番地1,,36.62856087,136.6203539,20.5,,1,1,,1,1,,,,1,,,,,,
金沢市粟崎公民館,カナザワシアワガサキコウミンカン,kanazawashiawagasakikominkan,金沢市粟崎町１丁目３番地,石川県,金沢市,粟崎町1丁目,3番地,,36.62561064,136.6278979,11.2,,1,1,,1,1,,,,1,,,,,,
粟崎第１公園,アワガサキダイイチコウエン,awagasakidaiichikoen,金沢市粟崎町３丁目242番地,石川県,金沢市,粟崎町3丁目,242番地,,36.62680927,136.6213539,16.4,,1,1,,1,1,,,,,,,,,,
粟崎中央公園,アワガサキチュウオウコウエン,awagasakichuokoen,金沢市粟崎町２丁目247番地,石川県,金沢市,粟崎町2丁目,247番地,,36.62799107,136.626058,20.2,,1,1,,1,1,,,,,,,,,,
粟崎町４丁目児童公園,アワガサキマチヨンチョウメジドウコウエン,awagasakimachiyonchomejidokoen,金沢市粟崎町４丁目６番地ほか,石川県,金沢市,粟崎町4丁目,6番地ほか,,36.63407535,136.6215949,16.4,,1,1,,1,1,,,,,,,,,,
